ID_REF	VALUE
7923889	6.589
7923905	2.762
7923907	3.634
7923917	3.709
7923929	3.786
7923942	4.268
7923956	4.021
7923958	3.482
7923965	3.313
7923967	6.702
7923972	3.872
7923974	4.542
7923976	3.235
7923978	7.719
7923991	7.698
7924029	4.361
7924055	6.122
7924058	3.792
7924069	3.352
7924071	8.006
7924085	3.362
7924092	6.518
7924096	3.491
7924107	7.961
7924117	3.435
7924119	6.878
7924144	7.817
7924148	2.650
7924150	7.507
7924163	3.719
7924166	5.290
7924172	8.738
7924180	3.399
7924184	3.265
7924190	7.201
7924203	3.658
7924205	2.606
7924207	7.442
7924230	8.643
7924233	3.240
7924307	3.060
7924309	7.208
7924325	2.241
7924327	6.691
7924340	3.087
7924342	6.908
7924351	8.275
7924386	6.286
7924388	6.298
7924401	2.485
7924403	2.513
7924405	7.949
7924443	5.047
7924445	4.396
7924450	6.771
7924461	2.212
7924463	7.113
7924465	3.431
7924476	5.113
7924491	4.596
7924495	2.522
7924497	2.233
7924499	4.922
7924508	7.837
7924526	7.569
7924549	7.941
7924551	6.689
7924553	6.867
7924558	6.121
7924582	7.811
7924603	6.411
7924619	8.311
7924636	9.565
7924663	4.793
7924669	7.047
7924682	5.460
7924686	6.001
7924701	8.599
7924712	4.782
7924731	2.678
7924733	8.356
7924754	3.288
7924756	6.589
7924758	4.579
7924760	7.551
7924773	9.057
7924817	8.296
7924819	5.197
7924821	2.444
7924823	5.414
7924832	5.277
7924840	3.831
7924842	6.242
7924853	6.339
7924863	4.098
7924868	6.025
7924874	5.880
7924884	3.673
7924888	4.533
7924893	7.304
7924895	5.120
7924897	7.253
7924908	4.024
7924910	5.736
7924923	7.349
7924956	6.577
7924967	2.944
7924969	7.178
7924977	8.144
7924987	9.421
7924996	9.424
7925003	7.716
7925028	5.413
7925031	2.306
7925033	4.012
7925043	7.306
7925048	7.260
7925056	4.423
7925058	3.165
7925062	7.738
7925087	2.755
7925089	7.809
7925126	2.608
7925128	5.391
7925130	7.556
7925161	7.715
7925170	3.545
7925174	9.591
7925182	6.089
7925184	5.738
7925201	6.313
7925229	6.411
7925242	3.280
7925244	5.891
7925246	2.617
7925248	2.247
7925250	7.541
7925257	7.786
7925318	2.656
7925320	4.991
7925342	5.698
7925361	3.837
7925364	7.153
7925413	5.019
7925417	2.373
7925419	3.082
7925432	2.391
7925434	4.270
7925436	3.483
7925438	2.468
7925440	2.866
7925442	3.564
7925444	5.070
7925446	4.682
7925448	4.562
7925450	2.215
7925452	6.456
7925457	8.979
7925480	6.828
7925492	7.998
7925500	7.093
7925504	4.665
7925509	5.235
7925511	6.851
7925523	6.689
7925525	9.355
7925531	9.866
7925550	7.517
7925561	7.112
7925565	8.554
7925585	5.167
7925587	3.699
7925589	6.767
7925607	3.805
7925609	2.694
7925611	7.145
7925622	7.149
7925662	3.102
7925672	5.328
7925677	4.995
7925687	4.893
7925691	5.600
7925701	5.100
7925703	2.855
7925705	6.238
7925718	3.435
7925720	3.254
7925724	2.366
7925726	2.777
7925728	3.287
7925730	3.046
7925732	3.001
7925735	3.364
7925737	3.400
7925739	4.815
7925741	5.203
7925743	5.230
7925745	3.573
7925747	2.798
7925749	3.885
7925751	3.580
7925753	2.701
7925755	3.877
7925757	3.798
7925759	3.825
7925761	8.117
7925763	6.199
7925773	7.095
7925790	3.445
7925792	8.281
7925813	4.378
7925821	2.862
7925823	6.143
7925846	5.710
7925851	8.174
7925870	3.555
7925874	2.391
7925876	9.173
7925902	3.026
7925904	5.336
7925918	5.784
7925927	2.532
7925929	4.119
7925939	2.897
7925950	3.620
7925954	7.336
7925972	3.810
7925976	3.033
7925978	7.769
7925996	6.988
7926021	6.355
7926037	8.792
7926059	4.674
7926061	4.563
7926084	9.467
7926096	7.071
7926105	4.123
7926117	3.172
7926123	3.343
7926127	9.261
7926150	5.180
7926152	4.353
7926158	4.473
7926168	2.542
7926170	6.992
7926189	9.151
7926205	4.134
7926207	8.699
7926223	8.473
7926239	8.499
7926259	2.764
7926283	7.251
7926297	4.234
7926299	5.722
7926319	5.810
7926330	2.968
7926334	2.637
7926345	6.422
7926354	2.653
7926356	5.519
7926366	2.044
7926368	7.596
7926383	2.361
7926385	9.426
7926403	3.560
7926410	5.016
7926443	2.941
7926445	3.560
7926451	5.016
7926484	2.910
7926486	7.258
7926506	8.730
7926531	8.442
7926539	2.859
7926541	2.504
7926543	3.932
7926545	9.620
7926563	2.350
7926565	7.692
7926594	2.941
7926596	6.881
7926609	8.693
7926622	4.845
7926636	3.112
7926638	3.221
7926659	4.279
7926661	7.909
7926670	9.515
7926672	2.569
7926674	4.737
7926677	6.611
7926679	7.601
7926706	3.637
7926708	6.161
7926715	9.300
7926728	3.136
7926766	7.419
7926786	5.869
7926805	2.282
7926807	6.418
7926817	4.700
7926819	2.729
7926821	6.801
7926834	2.317
7926836	8.741
7926851	10.303
7926871	3.257
7926875	6.154
7926882	3.212
7926889	2.914
7926894	6.414
7926896	7.922
7926898	2.838
7926900	5.633
7926914	3.698
7926916	8.447
7926934	3.831
7926936	6.227
7926979	6.247
7926981	2.417
7926983	4.922
7927008	9.204
7927028	3.776
7927031	2.874
7927033	3.032
7927056	3.214
7927058	3.157
7927060	2.214
7927062	7.376
7927071	6.963
7927082	5.897
7927089	7.113
7927091	5.842
7927095	8.447
7927097	2.483
7927099	6.427
7927106	2.793
7927108	6.636
7927120	5.450
7927146	7.748
7927153	3.368
7927155	4.836
7927167	3.433
7927169	6.152
7927173	6.017
7927179	4.427
7927186	8.307
7927202	5.905
7927207	2.924
7927215	6.186
7927231	7.596
7927233	8.287
7927265	2.270
7927267	6.340
7927277	4.194
7927280	2.479
7927285	8.169
7927288	6.797
7927294	2.585
7927305	6.951
7927307	3.557
7927323	8.533
7927353	8.633
7927363	5.422
7927367	3.580
7927383	6.600
7927389	9.553
7927405	4.724
7927425	5.515
7927474	3.662
7927482	3.969
7927502	4.521
7927505	3.739
7927513	7.903
7927517	2.270
7927519	9.801
7927527	6.625
7927529	2.906
7927536	8.680
7927548	3.666
7927550	4.363
7927552	8.233
7927560	8.532
7927595	3.609
7927597	3.898
7927599	7.817
7927606	5.537
7927631	4.877
7927639	2.283
7927641	2.514
7927643	4.038
7927645	5.397
7927647	3.791
7927649	8.765
7927658	7.429
7927669	6.100
7927681	5.625
7927694	10.250
7927704	2.522
7927706	2.380
7927708	3.232
7927710	2.895
7927723	4.894
7927732	8.344
7927745	2.598
7927747	6.292
7927767	6.873
7927773	2.679
7927775	6.135
7927784	5.146
7927786	8.732
7927799	7.135
7927801	4.022
7927803	9.227
7927812	3.103
7927814	7.014
7927827	3.230
7927852	2.958
7927854	8.380
7927872	4.862
7927874	4.147
7927876	5.846
7927889	8.971
7927915	7.246
7927924	2.726
7927926	6.730
7927936	6.220
7927955	8.388
7927964	8.089
7927972	7.432
7927981	7.942
7927998	3.649
7928019	7.220
7928046	8.972
7928058	2.063
7928060	2.062
7928062	2.238
7928064	6.874
7928069	4.431
7928107	5.733
7928119	9.234
7928126	5.663
7928147	6.646
7928171	7.727
7928189	7.576
7928208	6.202
7928216	4.906
7928218	5.560
7928291	6.442
7928298	2.399
7928300	6.813
7928306	7.781
7928308	6.350
7928314	2.427
7928316	2.580
7928318	7.058
7928328	2.297
7928330	3.881
7928342	3.984
7928354	7.739
7928363	2.562
7928365	2.268
7928367	3.522
7928369	7.044
7928395	7.725
7928401	6.170
7928408	5.925
7928411	6.547
7928429	4.464
7928444	6.187
7928471	8.096
7928489	7.246
7928491	8.514
7928514	3.996
7928516	7.896
7928524	6.792
7928529	3.903
7928531	4.049
7928534	4.573
7928543	2.736
7928545	3.745
7928547	7.868
7928549	2.443
7928551	7.452
7928556	5.292
7928558	8.289
7928589	7.639
7928600	8.745
7928602	4.958
7928619	5.415
7928630	8.825
7928632	4.958
7928645	5.425
7928653	5.430
7928661	3.376
7928671	8.701
7928679	4.369
7928685	3.941
7928695	7.978
7928705	7.797
7928723	3.876
7928736	9.035
7928746	5.032
7928748	2.235
7928750	3.051
7928752	9.440
7928766	3.853
7928770	7.266
7928789	5.546
7928800	9.319
7928815	4.537
7928817	3.126
7928819	3.220
7928821	3.188
7928823	5.370
7928838	7.423
7928855	8.185
7928870	4.975
7928872	7.884
7928882	6.912
7928890	5.742
7928907	7.071
7928909	6.348
7928915	5.490
7928937	8.018
7928944	6.648
7928959	9.515
7928967	2.759
7928982	2.498
7928994	2.481
7928999	2.882
7929003	3.335
7929012	8.171
7929026	6.070
7929032	5.653
7929047	6.123
7929052	5.595
7929061	3.086
7929065	7.274
7929072	6.375
7929078	3.742
7929114	4.566
7929116	7.115
7929130	3.184
7929132	7.984
7929145	6.490
7929168	8.036
7929201	7.652
7929243	7.116
7929247	6.977
7929256	5.327
7929258	3.491
7929282	4.686
7929288	7.668
7929315	4.773
7929322	4.292
7929332	3.676
7929334	2.952
7929344	6.406
7929350	3.286
7929373	9.567
7929383	3.431
7929388	7.093
7929424	7.661
7929438	3.204
7929466	3.266
7929478	3.235
7929487	2.738
7929497	3.283
7929511	6.809
7929525	2.954
7929533	3.638
7929536	4.388
7929541	4.456
7929550	5.935
7929562	6.932
7929574	3.794
7929589	2.871
7929591	3.669
7929593	11.367
7929596	7.314
7929609	5.903
7929612	2.665
7929614	2.746
7929616	5.185
7929624	10.316
7929634	7.562
7929649	6.623
7929653	5.102
7929664	5.469
7929674	4.622
7929677	7.524
7929689	5.266
7929692	6.706
7929711	7.000
7929719	6.103
7929732	8.421
7929744	4.409
7929750	5.454
7929768	6.555
7929779	3.508
7929812	2.817
7929814	3.473
7929816	10.868
7929822	3.186
7929831	6.547
7929840	4.395
7929858	6.860
7929882	6.222
7929901	4.379
7929911	7.398
7929919	7.983
7929932	5.008
7929945	3.932
7929947	3.465
7929952	3.120
7929954	1.943
7929956	2.574
7929958	8.845
7929976	7.172
7929986	3.034
7929988	5.353
7929990	6.413
7930008	8.622
7930025	3.244
7930031	8.848
7930074	4.402
7930099	5.933
7930106	7.479
7930120	6.198
7930137	3.489
7930139	9.236
7930148	5.865
7930162	7.412
7930168	5.558
7930170	5.244
7930179	2.941
7930181	6.202
7930194	7.886
7930205	4.493
7930208	10.861
7930213	5.524
7930226	6.204
7930264	8.902
7930274	3.479
7930276	8.008
7930299	4.388
7930304	6.735
7930311	6.134
7930320	3.766
7930341	7.705
7930376	4.088
7930378	4.349
7930380	9.175
7930398	7.749
7930413	5.083
7930422	7.585
7930450	4.056
7930452	2.312
7930454	6.773
7930470	9.310
7930482	6.584
7930487	2.873
7930498	6.301
7930524	7.031
7930533	4.415
7930537	6.869
7930559	4.115
7930561	4.315
7930577	4.703
7930593	2.598
7930612	2.952
7930614	7.838
7930627	5.994
7930629	2.621
7930631	3.380
7930663	4.965
7930680	2.699
7930682	7.925
7930703	7.290
7930714	10.529
7930750	2.848
7930760	2.611
7930775	2.113
7930777	2.966
7930790	3.969
7930804	3.331
7930818	5.421
7930833	3.563
7930837	3.158
7930857	6.538
7930861	5.904
7930870	8.845
7930872	5.499
7930880	3.494
7930882	8.331
7930894	6.468
7930915	3.193
7930917	4.876
7930919	4.313
7930921	5.646
7930927	7.822
7930954	4.069
7930956	6.953
7930980	7.151
7930994	4.169
7930996	7.235
7931027	3.083
7931029	2.993
7931031	6.166
7931062	4.427
7931079	4.685
7931081	9.275
7931097	9.427
7931108	4.772
7931140	4.248
7931152	4.121
7931155	3.545
7931159	5.671
7931168	7.623
7931181	4.921
7931184	4.096
7931187	7.638
7931199	4.828
7931204	8.505
7931214	2.858
7931216	6.959
7931226	8.261
7931239	6.938
7931268	5.842
7931281	4.431
7931293	8.277
7931346	3.195
7931348	5.389
7931353	7.750
7931379	5.531
7931387	4.576
7931389	2.682
7931393	6.121
7931403	3.490
7931405	8.426
7931417	6.318
7931439	7.509
7931455	6.060
7931469	5.455
7931473	3.294
7931479	8.601
7931500	5.405
7931519	7.636
7931553	5.429
7931556	4.392
7931561	5.190
7931571	5.219
7931582	5.517
7931607	6.561
7931623	5.229
7931643	6.548
7931656	5.049
7931659	5.049
7931662	5.049
7931665	5.037
7931668	5.049
7931671	5.049
7931674	3.514
7931681	4.340
7931683	8.241
7931726	5.576
7931728	8.031
7931748	3.697
7931754	8.722
7931764	6.248
7931778	9.711
7931810	6.446
7931822	3.333
7931824	2.594
7931830	2.532
7931832	5.992
7931838	2.543
7931840	3.346
7931850	3.113
7931852	3.450
7931859	3.917
7931863	6.690
7931873	9.498
7931888	5.974
7931899	4.959
7931914	3.992
7931926	3.245
7931928	2.366
7931930	6.956
7931951	8.068
7931975	2.773
7931977	6.419
7932000	6.034
7932014	3.545
7932017	2.645
7932019	3.719
7932023	6.635
7932041	6.981
7932067	2.519
7932069	6.841
7932082	8.879
7932086	5.958
7932088	3.582
7932094	6.225
7932109	8.224
7932118	5.335
7932130	2.911
7932132	7.106
7932160	7.489
7932177	4.724
7932186	5.045
7932209	7.001
7932211	3.655
7932214	8.257
7932221	5.087
7932227	7.298
7932243	8.848
7932254	5.034
7932285	7.612
7932304	2.121
7932306	2.648
7932308	7.040
7932311	8.574
7932326	4.486
7932390	5.219
7932407	5.006
7932418	2.383
7932420	5.579
7932433	6.728
7932445	2.555
7932447	2.637
7932449	2.454
7932451	2.733
7932453	8.401
7932492	5.230
7932495	5.058
7932498	5.201
7932508	2.837
7932510	5.345
7932512	6.926
7932528	2.836
7932530	10.212
7932542	3.147
7932548	2.381
7932550	3.510
7932552	3.163
7932554	10.119
7932584	7.185
7932598	5.326
7932608	2.978
7932610	2.409
7932612	4.198
7932614	2.741
7932616	8.085
7932635	5.013
7932637	6.685
7932676	5.414
7932678	8.766
7932703	7.862
7932721	4.982
7932725	2.588
7932727	3.057
7932733	7.229
7932742	2.630
7932744	3.980
7932765	7.012
7932786	3.437
7932788	3.971
7932790	3.298
7932792	4.170
7932794	4.353
7932796	4.824
7932826	7.284
7932832	3.038
7932834	5.577
7932860	3.901
7932862	4.381
7932864	2.652
7932867	5.600
7932881	4.281
7932883	5.655
7932885	7.808
7932909	3.459
7932911	10.028
7932938	6.722
7932960	2.496
7932962	3.595
7932964	6.999
7932966	7.374
7932983	4.302
7932985	7.137
7933008	4.831
7933010	5.904
7933043	4.215
7933045	2.395
7933047	8.319
7933071	7.053
7933073	4.876
7933075	6.421
7933078	2.650
7933080	5.442
7933082	2.118
7933084	8.466
7933086	2.321
7933088	2.550
7933090	2.420
7933092	7.348
7933105	8.749
7933113	5.367
7933115	8.234
7933121	3.036
7933129	7.287
7933139	6.793
7933145	2.696
7933147	4.346
7933149	8.250
7933164	6.662
7933176	3.132
7933178	6.157
7933180	5.372
7933186	6.533
7933190	3.258
7933192	5.119
7933194	5.352
7933204	4.797
7933209	3.795
7933217	2.359
7933219	3.090
7933228	8.111
7933237	5.496
7933252	8.491
7933261	4.153
7933263	4.468
7933279	6.663
7933290	7.522
7933296	2.699
7933298	6.055
7933310	3.683
7933312	3.566
7933327	5.422
7933331	8.633
7933341	4.144
7933359	3.502
7933366	4.598
7933372	5.705
7933379	4.671
7933394	6.663
7933405	8.138
7933413	7.002
7933421	2.699
7933423	5.422
7933427	8.169
7933437	5.706
7933442	4.688
7933446	4.635
7933469	5.902
7933484	4.076
7933488	6.218
7933498	4.972
7933501	4.282
7933509	7.434
7933535	2.566
7933537	8.585
7933561	6.343
7933572	4.153
7933574	8.103
7933582	9.712
7933593	6.625
7933595	2.270
7933597	4.206
7933619	7.984
7933632	4.925
7933634	6.460
7933638	4.809
7933640	3.457
7933659	7.053
7933665	3.424
7933672	6.091
7933707	4.927
7933723	6.915
7933731	2.647
7933733	8.806
7933750	5.341
7933758	4.416
7933760	9.525
7933772	10.017
7933821	6.267
7933840	3.620
7933842	4.246
7933855	3.573
7933872	4.602
7933877	8.186
7933904	7.801
7933929	3.781
7933931	7.238
7933933	8.075
7933945	4.965
7933947	7.449
7933976	6.932
7933978	4.437
7933982	5.814
7933999	8.465
7934026	5.320
7934050	6.763
7934066	2.544
7934068	2.369
7934070	2.873
7934072	2.636
7934074	4.572
7934083	4.242
7934091	2.276
7934093	2.126
7934095	2.488
7934097	2.538
7934099	2.112
7934101	4.477
7934114	5.812
7934122	9.486
7934133	9.807
7934141	5.032
7934145	6.496
7934154	4.552
7934156	3.086
7934161	4.193
7934166	3.261
7934178	7.618
7934185	6.068
7934196	10.797
7934215	9.619
7934228	6.778
7934244	5.879
7934255	8.170
7934269	3.289
7934271	3.422
7934278	6.845
7934295	2.222
7934297	3.925
7934299	6.233
7934301	9.056
7934318	2.432
7934320	7.150
7934326	7.612
7934334	4.643
7934365	3.789
7934367	7.998
7934384	4.835
7934393	9.258
7934411	9.434
7934432	4.320
7934434	3.689
7934442	3.651
7934451	8.042
7934459	7.468
7934477	10.481
7934505	2.852
7934513	7.630
7934527	4.023
7934531	3.705
7934533	3.619
7934544	5.883
7934553	5.969
7934566	4.255
7934568	2.068
7934570	9.222
7934613	2.264
7934615	6.952
7934651	5.408
7934653	7.769
7934690	7.997
7934698	4.720
7934706	7.152
7934708	4.720
7934717	7.152
7934719	5.289
7934729	5.885
7934731	5.907
7934733	8.033
7934753	8.766
7934755	4.230
7934767	2.855
7934777	2.503
7934779	3.344
7934783	3.767
7934789	7.916
7934810	4.369
7934812	7.294
7934838	3.155
7934840	2.404
7934842	5.636
7934850	6.642
7934852	10.508
7934868	2.699
7934870	8.445
7934883	2.487
7934885	7.897
7934896	4.938
7934898	3.024
7934906	6.182
7934916	5.907
7934920	9.144
7934936	3.220
7934945	6.202
7934959	3.939
7934961	4.158
7934966	5.146
7934968	2.975
7934970	4.746
7934977	2.370
7934979	3.349
7934991	2.375
7934993	5.620
7934997	8.118
7935002	9.379
7935006	4.276
7935011	8.363
7935025	3.517
7935027	7.543
7935054	3.949
7935056	2.489
7935058	5.808
7935114	2.632
7935116	8.625
7935123	6.058
7935139	3.178
7935142	3.794
7935144	2.152
7935146	5.546
7935169	4.875
7935180	5.009
7935188	9.289
7935228	5.503
7935230	6.081
7935251	7.432
7935270	5.603
7935288	9.209
7935296	5.311
7935320	9.955
7935337	5.249
7935359	2.910
7935361	8.772
7935401	4.282
7935403	5.996
7935421	5.784
7935425	6.866
7935462	7.672
7935474	7.716
7935510	6.615
7935521	7.486
7935528	4.487
7935535	7.474
7935553	4.744
7935572	4.831
7935588	6.228
7935613	6.129
7935627	10.955
7935639	7.642
7935647	7.457
7935660	5.986
7935679	3.212
7935690	2.373
7935692	6.934
7935707	6.539
7935730	6.574
7935746	8.028
7935756	4.436
7935776	5.642
7935778	2.622
7935780	6.742
7935810	10.015
7935819	6.132
7935834	5.683
7935855	4.504
7935859	2.452
7935861	2.551
7935863	3.832
7935865	6.076
7935882	7.589
7935892	4.027
7935903	5.815
7935910	9.112
7935930	7.821
7935951	7.974
7935968	9.984
7935983	5.062
7935990	7.411
7936011	7.859
7936023	4.152
7936028	9.318
7936041	7.871
7936050	3.055
7936062	5.084
7936064	8.791
7936083	6.693
7936089	3.955
7936091	8.598
7936096	4.676
7936100	6.871
7936108	5.027
7936111	3.128
7936115	6.787
7936134	5.519
7936144	4.107
7936201	4.575
7936242	5.247
7936249	7.372
7936280	3.216
7936282	2.198
7936284	7.560
7936307	7.499
7936318	2.442
7936320	4.423
7936322	6.557
7936346	7.886
7936360	3.770
7936406	5.619
7936408	5.879
7936419	7.699
7936439	5.553
7936461	3.289
7936463	8.968
7936492	5.134
7936494	6.171
7936507	4.545
7936516	9.753
7936529	10.292
7936552	4.397
7936559	7.779
7936567	9.465
7936576	3.606
7936578	8.567
7936590	3.670
7936596	9.084
7936612	2.219
7936614	8.803
7936637	2.914
7936639	6.143
7936641	6.886
7936661	8.585
7936673	5.509
7936683	6.997
7936706	7.176
7936727	8.118
7936734	8.422
7936762	8.657
7936777	6.739
7936793	3.550
7936798	4.372
7936809	4.802
7936817	7.094
7936826	7.744
7936833	6.599
7936835	4.431
7936856	7.206
7936871	9.261
7936882	4.869
7936884	6.801
7936891	6.866
7936902	2.740
7936904	5.374
7936916	3.619
7936918	2.822
7936923	5.644
7936925	5.093
7936928	4.205
7936937	8.845
7936949	6.411
7936966	3.407
7936968	4.481
7936994	3.155
7936996	6.435
7937007	4.863
7937014	5.400
7937016	3.469
7937020	3.554
7937037	2.433
7937039	3.432
7937059	5.932
7937073	4.805
7937079	10.368
7937089	7.638
7937104	4.399
7937106	7.979
7937112	4.266
7937135	4.468
7937148	2.314
7937150	4.740
7937175	7.277
7937198	5.848
7937200	9.026
7937208	4.935
7937217	7.592
7937228	6.190
7937230	5.436
7937247	6.134
7937251	3.676
7937257	4.970
7937263	3.928
7937275	7.595
7937287	6.259
7937305	4.253
7937314	4.425
7937330	6.646
7937335	7.830
7937341	6.380
7937363	4.290
7937378	7.317
7937391	4.893
7937404	4.182
7937407	5.213
7937415	6.290
7937433	5.413
7937438	6.430
7937443	5.488
7937465	8.126
7937474	6.275
7937476	9.353
7937483	6.799
7937485	7.372
7937498	4.152
7937508	7.225
7937518	6.020
7937533	8.265
7937560	4.051
7937612	4.382
7937667	7.683
7937696	7.548
7937698	6.338
7937700	4.572
7937707	3.286
7937709	5.409
7937711	3.398
7937713	4.796
7937728	4.348
7937735	5.056
7937749	4.746
7937763	6.541
7937772	4.347
7937774	5.270
7937782	4.328
7937798	4.020
7937800	3.202
7937802	10.833
7937813	4.753
7937823	4.594
7937847	5.079
7937852	5.175
7937866	3.220
7937868	3.314
7937876	6.829
7937878	3.911
7937882	4.298
7937890	3.543
7937892	7.343
7937900	7.769
7937913	4.830
7937915	7.225
7937934	3.699
7937936	4.226
7937938	3.530
7937940	4.293
7937942	3.408
7937944	3.586
7937946	2.709
7937948	3.189
7937950	3.311
7937952	3.737
7937957	3.498
7937959	2.771
7937961	2.636
7937971	2.911
7937973	3.115
7937975	3.079
7937977	2.876
7937979	2.911
7937982	3.052
7937984	3.096
7937986	3.648
7937988	3.627
7937990	4.091
7937993	4.091
7937996	3.336
7938000	3.129
7938002	3.034
7938004	3.188
7938006	2.972
7938008	2.894
7938010	3.849
7938012	3.702
7938035	5.523
7938047	4.373
7938049	3.403
7938053	3.394
7938055	3.136
7938057	3.085
7938059	3.674
7938061	2.713
7938063	3.304
7938066	4.236
7938070	2.258
7938072	3.019
7938074	4.165
7938076	3.429
7938078	3.248
7938082	5.318
7938090	7.742
7938100	7.621
7938111	8.306
7938118	6.191
7938128	6.174
7938133	5.571
7938139	5.476
7938154	7.696
7938170	3.081
7938172	2.468
7938176	2.783
7938179	3.741
7938181	3.726
7938183	3.823
7938195	3.386
7938208	4.822
7938213	5.940
7938225	3.379
7938231	6.915
7938258	5.248
7938261	2.827
7938263	6.892
7938269	7.856
7938286	6.313
7938291	11.369
7938293	4.739
7938295	7.420
7938299	4.090
7938301	6.037
7938309	4.119
7938313	9.094
7938329	8.691
7938331	5.926
7938348	4.120
7938364	4.316
7938366	2.617
7938368	6.029
7938370	7.237
7938388	4.133
7938390	5.599
7938396	6.425
7938416	5.695
7938420	3.292
7938422	7.349
7938448	7.274
7938481	3.969
7938485	9.258
7938519	3.970
7938528	8.419
7938544	7.499
7938559	3.768
7938561	3.566
7938563	7.586
7938588	2.684
7938590	2.919
7938592	8.132
7938608	7.787
7938625	4.105
7938629	5.341
7938646	2.914
7938652	3.449
7938667	2.284
7938669	8.830
7938681	3.989
7938683	7.611
7938685	5.327
7938687	6.522
7938702	7.489
7938707	3.634
7938730	3.816
7938738	9.001
7938741	2.773
7938746	3.419
7938748	5.872
7938750	4.821
7938756	8.550
7938758	2.444
7938762	8.278
7938777	10.760
7938788	2.736
7938800	3.077
7938812	5.787
7938816	7.643
7938834	7.920
7938878	5.071
7938880	6.641
7938890	5.579
7938907	3.881
7938925	7.618
7938951	8.156
7938975	5.790
7938989	5.841
7939003	2.864
7939005	3.706
7939007	7.477
7939024	7.906
7939052	6.143
7939056	5.258
7939068	8.331
7939070	2.632
7939072	5.011
7939080	3.788
7939087	7.558
7939093	6.144
7939102	7.116
7939116	4.115
7939118	3.515
7939120	6.480
7939131	3.161
7939137	8.561
7939150	4.048
7939158	7.840
7939173	4.195
7939184	8.128
7939197	8.461
7939215	9.487
7939237	9.250
7939240	3.223
7939242	9.911
7939265	7.377
7939296	2.122
7939298	7.907
7939314	4.847
7939329	8.797
7939341	7.999
7939365	6.419
7939368	8.041
7939374	7.253
7939376	7.534
7939383	5.946
7939398	3.044
7939411	5.680
7939418	3.390
7939420	2.013
7939422	2.248
7939424	9.575
7939432	5.192
7939434	7.516
7939463	2.988
7939465	8.603
7939477	6.979
7939492	5.222
7939494	3.341
7939507	5.503
7939524	8.534
7939546	7.546
7939559	5.832
7939569	5.741
7939581	3.834
7939587	5.832
7939590	5.962
7939595	7.861
7939613	9.208
7939620	4.759
7939640	2.526
7939642	5.396
7939657	6.830
7939665	4.988
7939676	9.527
7939699	4.586
7939706	3.224
7939723	7.575
7939738	5.946
7939751	4.549
7939767	9.518
7939805	7.636
7939818	7.126
7939825	8.712
7939835	3.553
7939839	7.691
7939865	3.486
7939867	3.125
7939869	3.069
7939871	2.880
7939873	2.727
7939875	2.393
7939877	2.624
7939879	3.268
7939884	3.294
7939893	2.620
7939897	9.331
7939900	3.291
7939902	6.348
7939910	2.924
7939912	2.651
7939916	2.845
7939918	3.024
7939920	2.620
7939922	3.201
7939924	2.952
7939926	3.053
7939928	2.644
7939930	2.951
7939932	3.429
7939934	2.652
7939936	2.825
7939938	2.769
7939940	2.874
7939942	2.660
7939944	2.831
7939946	3.311
7939948	2.838
7939950	2.889
7939952	2.746
7939954	3.322
7939959	2.977
7939961	2.294
7939963	2.965
7939965	2.737
7939967	2.733
7939969	2.634
7939971	2.708
7939973	2.618
7939975	2.186
7939977	2.978
7939979	2.851
7939981	2.407
7939983	3.362
7939986	2.554
7939988	2.644
7939990	2.993
7939992	3.066
7939994	2.727
7939996	3.866
7939998	3.154
7940000	2.518
7940002	5.417
7940005	4.245
7940018	2.892
7940020	3.436
7940022	8.412
7940026	3.122
7940028	7.509
7940042	2.470
7940044	3.001
7940046	4.987
7940051	7.710
7940066	8.540
7940070	6.343
7940079	8.795
7940103	2.805
7940108	3.203
7940110	2.839
7940112	3.943
7940114	2.944
7940116	3.175
7940118	6.719
7940135	3.308
7940147	2.892
7940153	5.641
7940160	7.536
7940171	2.968
7940173	3.750
7940175	3.737
7940177	3.155
7940182	5.142
7940185	3.067
7940187	3.306
7940189	3.009
7940191	7.396
7940210	2.999
7940216	2.864
7940226	2.700
7940237	4.590
7940253	3.075
7940259	5.137
7940279	2.588
7940287	3.313
7940299	3.045
7940307	2.918
7940315	2.755
7940323	3.665
7940333	4.089
7940341	3.181
7940349	6.434
7940358	3.828
7940372	7.824
7940377	7.363
7940391	4.603
7940409	4.123
7940421	4.708
7940431	4.372
7940441	4.579
7940451	6.136
7940473	6.951
7940479	4.710
7940486	7.917
7940491	4.626
7940493	5.645
7940508	8.178
7940530	8.991
7940561	5.815
7940565	9.346
7940580	5.489
7940582	8.245
7940598	4.344
7940600	6.027
7940622	2.974
7940626	3.692
7940630	2.419
7940636	3.800
7940643	7.813
7940654	4.366
7940660	4.632
7940662	4.451
7940667	6.565
7940669	5.148
7940673	11.317
7940679	6.366
7940688	6.496
7940698	6.441
7940711	7.553
7940717	8.982
7940735	2.383
7940737	4.698
7940749	4.277
7940762	3.821
7940775	6.000
7940781	10.077
7940790	6.218
7940798	7.946
7940822	5.169
7940824	7.457
7940835	10.366
7940840	9.621
7940851	7.048
7940857	8.387
7940869	5.187
7940884	5.820
7940891	6.240
7940904	7.615
7940914	6.337
7940924	5.009
7940959	7.098
7940971	5.139
7940987	2.330
7940989	5.924
7940996	8.635
7941004	5.021
7941039	6.353
7941059	4.347
7941062	4.426
7941074	3.841
