ID_REF	VALUE
7994074	3.834
7994091	3.163
7994093	2.379
7994095	7.410
7994102	9.875
7994109	5.263
7994123	3.826
7994131	10.010
7994152	9.257
7994161	7.884
7994187	8.288
7994216	7.989
7994235	5.620
7994237	8.429
7994252	4.246
7994260	6.884
7994265	5.272
7994267	4.298
7994269	6.414
7994280	5.594
7994292	4.119
7994308	6.536
7994339	2.991
7994341	3.227
7994343	2.675
7994345	6.961
7994350	5.153
7994353	3.388
7994362	6.711
7994371	9.938
7994386	7.995
7994415	10.339
7994445	6.466
7994463	3.958
7994487	4.196
7994506	6.990
7994518	7.318
7994535	5.741
7994541	5.428
7994559	10.350
7994565	8.334
7994570	4.950
7994572	5.102
7994576	6.601
7994582	6.773
7994603	3.928
7994609	6.201
7994615	3.501
7994620	6.430
7994637	6.770
7994647	9.124
7994655	6.894
7994659	5.824
7994675	7.943
7994683	6.294
7994692	8.052
7994715	5.949
7994730	4.046
7994737	8.002
7994756	6.406
7994769	8.426
7994781	6.743
7994804	4.291
7994813	5.381
7994817	4.905
7994824	2.390
7994826	4.115
7994858	6.977
7994874	6.811
7994889	7.869
7994926	4.017
7994928	7.490
7994939	6.206
7994961	6.054
7994967	5.934
7994981	5.823
7994985	6.203
7995007	5.461
7995017	7.172
7995030	3.937
7995033	5.721
7995040	7.244
7995055	7.430
7995069	9.475
7995088	4.391
7995096	5.348
7995128	5.886
7995161	4.417
7995193	5.025
7995206	5.325
7995222	4.081
7995237	3.733
7995242	6.165
7995252	7.832
7995258	5.583
7995263	4.718
7995267	3.639
7995275	3.735
7995282	3.465
7995292	10.114
7995306	8.835
7995308	3.743
7995310	5.203
7995312	2.379
7995320	7.202
7995322	6.101
7995324	6.082
7995326	4.319
7995328	5.543
7995330	6.336
7995332	5.102
7995334	5.609
7995336	5.885
7995338	6.204
7995340	6.746
7995342	4.769
7995344	4.474
7995346	4.569
7995348	6.298
7995350	5.544
7995352	6.402
7995354	4.453
7995362	6.908
7995377	5.152
7995379	3.153
7995382	8.733
7995417	4.481
7995419	3.426
7995421	9.376
7995438	4.871
7995440	3.695
7995442	3.030
7995448	7.306
7995456	5.348
7995477	5.324
7995479	7.843
7995492	6.058
7995523	2.600
7995525	6.848
7995539	3.726
7995552	7.795
7995574	10.010
7995580	5.248
7995583	8.898
7995627	6.337
7995629	3.979
7995631	7.143
7995655	9.565
7995668	4.549
7995674	3.976
7995681	5.023
7995697	7.798
7995712	3.882
7995714	3.843
7995729	4.222
7995739	11.652
7995755	7.856
7995772	5.047
7995776	10.213
7995783	11.101
7995787	8.861
7995793	8.338
7995797	8.537
7995803	5.866
7995806	7.062
7995813	8.295
7995820	5.076
7995825	10.580
7995829	5.449
7995834	5.373
7995838	9.790
7995843	8.086
7995866	4.738
7995868	4.368
7995895	8.636
7995907	3.366
7995926	5.332
7995976	8.611
7995994	7.080
7996012	9.212
7996022	4.274
7996027	8.464
7996034	5.313
7996041	8.053
7996051	7.776
7996064	4.744
7996081	9.268
7996100	3.845
7996117	4.295
7996137	7.456
7996160	4.113
7996164	4.560
7996174	6.966
7996185	5.358
7996198	6.747
7996211	4.850
7996219	10.908
7996239	2.952
7996241	6.109
7996252	3.053
7996256	5.283
7996258	3.041
7996260	3.828
7996264	6.078
7996281	5.981
7996286	4.066
7996288	2.582
7996290	5.771
7996313	4.437
7996318	5.647
7996331	5.401
7996341	7.525
7996345	7.183
7996361	4.329
7996377	8.576
7996391	3.658
7996393	7.587
7996403	8.366
7996423	5.469
7996430	7.433
7996448	6.774
7996455	7.116
7996468	4.103
7996490	6.474
7996498	5.770
7996516	4.432
7996546	3.907
7996563	4.698
7996569	6.475
7996571	7.963
7996593	7.988
7996608	5.043
7996647	6.624
7996651	5.078
7996654	4.214
7996675	6.055
7996677	9.285
7996685	7.647
7996715	4.322
7996720	6.486
7996725	6.446
7996744	8.103
7996759	4.321
7996761	6.739
7996772	6.923
7996785	6.241
7996805	5.473
7996807	7.230
7996819	4.823
7996837	6.206
7996860	6.934
7996879	3.616
7996883	4.877
7996891	9.222
7996908	7.614
7996917	2.110
7996919	8.628
7996934	7.235
7996943	4.544
7996945	2.833
7996947	10.000
7996954	9.213
7996976	7.169
7997008	3.230
7997010	4.917
7997025	8.591
7997032	4.986
7997048	6.554
7997059	6.611
7997072	5.208
7997099	8.792
7997128	8.224
7997135	5.393
7997137	3.687
7997139	6.702
7997152	3.406
7997158	4.345
7997164	4.266
7997166	3.290
7997168	8.753
7997179	5.226
7997188	2.791
7997192	4.059
7997197	6.489
7997226	3.288
7997228	3.425
7997230	9.122
7997239	9.967
7997245	5.567
7997247	6.414
7997257	6.944
7997264	4.853
7997272	10.602
7997281	8.870
7997289	8.236
7997319	5.743
7997321	7.143
7997332	7.055
7997336	8.675
7997346	3.332
7997352	6.537
7997372	2.437
7997374	3.445
7997381	6.418
7997396	10.222
7997401	4.491
7997414	7.797
7997427	9.637
7997453	5.487
7997489	12.139
7997491	3.231
7997498	3.646
7997500	2.245
7997502	3.021
7997504	9.666
7997520	7.497
7997525	5.398
7997533	4.897
7997542	7.113
7997556	5.263
7997569	4.935
7997582	6.625
7997593	5.228
7997626	6.733
7997633	8.984
7997642	5.286
7997662	9.283
7997676	4.044
7997680	7.308
7997700	2.955
7997702	8.182
7997712	6.172
7997724	3.196
7997726	5.164
7997731	3.296
7997733	5.664
7997735	4.324
7997738	3.082
7997740	5.560
7997746	7.979
7997755	5.121
7997765	5.488
7997767	5.649
7997779	8.009
7997801	5.550
7997808	4.261
7997810	5.995
7997827	5.077
7997829	3.908
7997832	4.859
7997839	3.959
7997852	7.192
7997861	3.431
7997863	6.141
7997875	4.641
7997880	3.806
7997896	5.770
7997904	9.603
7997907	4.286
7997909	7.077
7997933	5.776
7997940	9.015
7997942	6.080
7997962	4.234
7997976	4.972
7997982	7.081
7998002	6.606
7998015	6.997
7998033	8.519
7998053	4.572
7998055	4.930
7998063	7.829
7998072	7.054
7998083	5.200
7998103	7.164
7998115	7.113
7998117	8.324
7998119	8.815
7998129	8.950
7998136	5.766
7998157	7.399
7998174	7.484
7998190	6.731
7998211	6.197
7998222	9.138
7998233	6.518
7998249	2.813
7998251	6.627
7998265	5.904
7998267	7.920
7998280	5.705
7998297	8.903
7998307	5.084
7998336	5.819
7998351	5.102
7998367	5.858
7998374	6.788
7998381	7.916
7998392	4.248
7998399	4.538
7998405	3.919
7998407	4.326
7998414	4.621
7998427	4.099
7998434	4.910
7998444	5.364
7998449	5.904
7998457	5.864
7998466	5.519
7998485	4.875
7998494	4.393
7998510	7.758
7998538	4.029
7998542	5.899
7998577	6.340
7998585	7.530
7998590	6.280
7998601	5.158
7998604	9.120
7998615	2.914
7998629	5.198
7998634	5.368
7998637	6.040
7998643	4.349
7998655	9.069
7998664	6.436
7998666	5.297
7998668	4.219
7998679	5.876
7998692	5.959
7998700	7.804
7998722	4.769
7998724	7.581
7998749	5.661
7998759	8.009
7998762	7.092
7998774	8.898
7998784	8.254
7998817	4.715
7998820	6.223
7998823	6.765
7998825	9.973
7998835	7.154
7998841	6.765
7998843	6.213
7998852	8.401
7998861	4.848
7998872	4.826
7998878	4.552
7998886	4.123
7998898	2.922
7998902	6.646
7998910	4.384
7998921	3.716
7998927	3.678
7998929	4.923
7998931	5.204
7998940	4.417
7998952	3.988
7998959	3.099
7998961	2.636
7998963	2.364
7998965	3.680
7998967	4.979
7998978	6.593
7998983	3.990
7999008	6.281
7999023	3.774
7999025	8.782
7999044	9.004
7999079	7.002
7999093	3.840
7999102	5.690
7999112	5.720
7999120	7.030
7999149	6.561
7999160	6.624
7999171	3.459
7999173	8.959
7999177	4.973
7999196	5.969
7999206	4.411
7999217	9.748
7999233	8.909
7999253	5.692
7999279	6.781
7999291	6.918
7999304	5.925
7999315	2.399
7999317	5.190
7999319	7.079
7999326	9.317
7999356	3.523
7999360	7.738
7999362	4.875
7999364	9.307
7999382	6.760
7999384	3.841
7999387	6.472
7999396	4.157
7999404	5.472
7999406	5.360
7999408	3.160
7999410	2.180
7999412	7.231
7999419	7.444
7999423	4.988
7999427	4.401
7999431	4.741
7999433	4.425
7999435	4.289
7999440	3.962
7999447	3.729
7999468	8.833
7999476	5.935
7999478	6.403
7999496	7.355
7999520	8.575
7999532	9.011
7999547	3.993
7999550	3.379
7999553	7.823
7999560	2.801
7999562	8.168
7999588	3.165
7999591	5.307
7999594	5.375
7999596	8.353
7999598	6.606
7999608	7.427
7999614	9.991
7999634	9.558
7999642	9.482
7999674	4.964
7999718	7.596
7999725	5.656
7999727	4.316
7999750	5.375
7999752	8.747
7999754	7.757
7999766	10.642
7999769	10.152
7999791	10.833
7999827	9.357
7999834	12.402
7999841	8.850
7999884	5.518
7999886	3.265
7999889	7.434
7999903	6.147
7999909	11.467
7999916	5.774
7999920	3.894
7999936	4.307
7999952	2.888
7999965	3.231
7999981	3.092
7999999	3.664
8000001	2.356
8000003	6.559
8000013	5.982
8000028	7.126
8000034	3.039
8000097	3.127
8000117	7.978
8000131	11.692
8000156	10.285
8000167	10.548
8000184	6.631
8000192	8.188
8000200	8.292
8000205	11.695
8000217	11.474
8000222	9.460
8000229	2.972
8000236	6.355
8000244	9.177
8000263	6.686
8000284	7.558
8000310	6.451
8000323	7.404
8000329	6.620
8000346	4.401
8000369	3.013
8000371	3.736
8000375	7.059
8000399	6.183
8000407	2.636
8000409	9.104
8000411	3.753
8000413	7.442
8000425	7.882
8000465	3.275
8000467	6.080
8000480	7.460
8000482	9.577
8000501	10.008
8000507	10.339
8000537	10.008
8000543	6.470
8000567	4.351
8000574	7.310
8000582	5.342
8000590	6.150
8000600	5.303
8000603	7.640
8000614	2.544
8000616	4.718
8000632	4.663
8000634	2.610
8000636	11.035
8000638	10.415
8000649	7.373
8000651	10.112
8000676	11.698
8000687	10.196
8000690	7.373
8000692	10.468
8000700	2.846
8000702	4.445
8000706	8.578
8000716	9.049
8000738	8.595
8000746	4.008
8000748	5.153
8000757	9.026
8000772	7.341
8000779	4.608
8000791	8.666
8000799	5.091
8000811	9.941
8000823	9.963
8000834	10.691
8000848	7.163
8000856	6.294
8000869	4.531
8000882	3.858
8000884	7.889
8000890	6.563
8000897	5.975
8000899	5.951
8000903	6.065
8000906	5.401
8000910	5.482
8000917	6.406
8000924	5.594
8000928	4.033
8000930	2.978
8000932	6.522
8000941	5.479
8000945	6.233
8000948	6.225
8000957	3.833
8000963	9.470
8000974	5.358
8000978	4.803
8000998	8.594
8001007	3.882
8001014	4.623
8001030	5.233
8001037	4.067
8001041	5.436
8001046	5.196
8001048	7.704
8001064	3.607
8001067	9.642
8001070	2.833
8001072	3.465
8001082	9.625
8001099	9.625
8001102	4.417
8001104	4.604
8001108	5.153
8001111	5.428
8001113	2.718
8001131	2.700
8001133	3.348
8001147	5.711
8001149	9.524
8001163	4.392
8001178	6.913
8001183	2.243
8001185	7.731
8001197	8.859
8001211	9.828
8001231	5.357
8001233	3.312
8001235	3.174
8001271	4.137
8001306	5.927
8001317	6.951
8001325	2.341
8001327	3.256
8001329	4.874
8001337	6.845
8001348	5.003
8001350	7.370
8001371	4.485
8001373	3.881
8001385	2.490
8001387	8.247
8001392	2.564
8001394	6.551
8001402	2.791
8001410	8.457
8001423	6.889
8001449	4.574
8001455	4.134
8001457	4.068
8001464	3.660
8001477	9.224
8001496	9.882
8001507	8.638
8001529	6.706
8001531	9.869
8001535	2.872
8001537	8.694
8001547	11.150
8001552	6.589
8001564	6.376
8001576	4.625
8001587	6.061
8001615	4.300
8001651	5.654
8001656	3.122
8001658	9.185
8001666	8.845
8001680	4.098
8001682	4.148
8001691	2.839
8001693	9.249
8001746	4.089
8001748	7.781
8001750	6.424
8001764	11.064
8001776	4.495
8001780	2.549
8001782	7.711
8001784	8.459
8001798	4.602
8001800	8.282
8001816	3.657
8001818	7.355
8001830	7.968
8001841	8.974
8001858	2.844
8001876	7.636
8001898	3.468
8001918	3.981
8001924	9.491
8001932	5.517
8001938	5.405
8001946	7.765
8001953	4.839
8001971	5.140
8001981	5.224
8002005	3.897
8002018	2.714
8002020	9.208
8002027	3.749
8002029	6.355
8002041	10.703
8002051	4.786
8002057	6.348
8002072	4.708
8002082	5.896
8002087	7.147
8002102	5.599
8002104	6.489
8002121	4.834
8002133	5.145
8002143	5.891
8002152	6.268
8002181	4.203
8002194	4.723
8002209	5.689
8002211	4.641
8002216	2.361
8002218	4.180
8002237	6.787
8002245	5.081
8002247	2.526
8002249	6.776
8002260	3.139
8002262	5.240
8002264	2.335
8002266	7.510
8002270	5.662
8002272	6.273
8002283	3.323
8002289	7.883
8002301	3.466
8002303	7.331
8002312	7.853
8002320	2.667
8002322	7.927
8002333	9.917
8002342	7.055
8002344	7.500
8002347	9.962
8002370	7.220
8002379	5.181
8002381	7.286
8002403	10.280
8002421	7.605
8002444	4.313
8002446	7.013
8002470	7.387
8002481	7.094
8002492	7.224
8002523	5.817
8002533	5.347
8002547	4.670
8002556	3.214
8002571	8.348
8002590	3.517
8002592	9.587
8002618	5.655
8002629	3.361
8002660	7.093
8002667	4.539
8002692	6.985
8002706	4.004
8002711	6.608
8002713	4.993
8002729	9.187
8002758	3.254
8002760	3.379
8002762	6.291
8002778	4.624
8002792	7.070
8002802	7.616
8002830	6.747
8002845	4.581
8002854	6.354
8002865	6.527
8002878	8.785
8002882	6.839
8002891	5.448
8002897	6.356
8002904	7.610
8002919	7.935
8002937	5.915
8002939	3.044
8002941	5.628
8002967	3.248
8002969	5.576
8002975	8.232
8002987	9.950
8002992	5.198
8002999	8.233
8003007	4.470
8003056	3.277
8003060	3.302
8003066	4.778
8003068	6.281
8003075	4.078
8003077	4.455
8003087	5.992
8003089	8.665
8003116	7.015
8003125	6.482
8003145	3.671
8003149	4.911
8003156	4.322
8003158	5.409
8003171	6.556
8003180	7.352
8003193	4.615
8003204	5.097
8003210	5.281
8003217	6.061
8003226	3.653
8003228	2.623
8003230	3.202
8003233	5.557
8003243	5.105
8003249	7.322
8003263	7.494
8003283	6.000
8003298	8.468
8003313	3.921
8003318	3.953
8003322	4.675
8003332	6.827
8003344	5.643
8003348	6.274
8003357	6.392
8003401	6.067
8003410	6.877
8003425	5.087
8003444	5.177
8003448	7.823
8003465	6.018
8003467	7.293
8003478	5.439
8003484	6.749
8003503	4.184
8003553	5.709
8003560	7.295
8003566	3.780
8003571	3.436
8003576	3.366
8003578	3.386
8003583	6.366
8003599	2.846
8003601	4.445
8003605	3.847
8003607	5.717
8003611	6.711
8003619	4.259
8003621	5.825
8003627	7.914
8003633	3.995
8003635	3.622
8003639	6.240
8003656	4.631
8003667	7.983
8003679	6.845
8003700	6.441
8003719	4.917
8003722	7.695
8003733	7.954
8003758	10.098
8003769	4.886
8003771	5.150
8003773	8.382
8003800	3.586
8003802	3.257
8003804	3.500
8003806	3.761
8003808	3.241
8003810	4.846
8003812	3.649
8003814	8.286
8003824	6.124
8003840	5.845
8003844	3.023
8003846	3.969
8003848	2.751
8003850	8.149
8003857	4.909
8003859	2.360
8003861	3.783
8003875	7.730
8003889	2.967
8003892	5.480
8003903	8.512
8003922	5.998
8003926	4.639
8003939	4.350
8003948	4.740
8003953	9.614
8003962	6.141
8003991	8.862
8004024	3.269
8004030	7.642
8004043	3.875
8004057	7.590
8004081	6.357
8004086	3.492
8004111	8.924
8004133	8.214
8004144	6.196
8004152	6.516
8004165	2.545
8004167	3.472
8004175	5.046
8004184	6.941
8004195	4.118
8004201	5.203
8004219	3.485
8004221	3.865
8004237	11.328
8004241	6.912
8004247	8.431
8004255	4.511
8004266	4.255
8004271	8.680
8004293	7.795
8004309	5.153
8004325	4.806
8004331	4.257
8004360	4.759
8004364	2.820
8004372	4.601
8004385	8.152
8004394	3.649
8004400	4.640
8004404	3.897
8004408	6.053
8004416	5.389
8004428	4.417
8004431	9.019
8004464	7.305
8004485	7.162
8004497	8.920
8004506	8.010
8004508	6.048
8004510	7.218
8004521	8.030
8004532	3.004
8004534	4.074
8004545	10.653
8004556	5.346
8004571	6.592
8004580	4.606
8004671	6.066
8004691	6.239
8004694	7.472
8004699	7.957
8004741	5.629
8004763	4.355
8004784	4.615
8004802	4.471
8004804	6.363
8004832	5.988
8004842	5.250
8004859	2.382
8004861	3.824
8004867	9.093
8004880	6.121
8004889	4.794
8004905	5.539
8004922	5.087
8004938	3.650
8004940	4.947
8004946	4.464
8004948	6.604
8004955	6.748
8004957	4.645
8005029	9.076
8005043	3.189
8005048	3.732
8005064	8.395
8005089	7.138
8005097	3.824
8005102	3.819
8005104	3.231
8005106	2.981
8005110	6.296
8005117	4.720
8005132	7.276
8005134	5.807
8005141	8.610
8005153	2.257
8005155	3.413
8005157	6.322
8005166	12.362
8005171	4.521
8005191	7.939
8005200	5.586
8005202	4.188
8005204	7.466
8005221	3.952
8005223	4.813
8005225	8.739
8005231	8.606
8005233	3.244
8005235	8.265
8005243	4.475
8005245	4.587
8005247	5.980
8005260	5.755
8005265	2.734
8005267	6.619
8005289	5.087
8005305	7.342
8005313	8.017
8005328	4.525
8005397	2.944
8005399	9.112
8005407	7.183
8005433	5.444
8005435	6.886
8005441	6.845
8005444	5.417
8005446	4.878
8005449	5.026
8005458	5.476
8005471	11.056
8005473	5.407
8005475	7.104
8005483	3.705
8005501	7.051
8005510	4.899
8005512	6.960
8005529	4.393
8005547	7.306
8005549	5.269
8005553	7.306
8005555	4.241
8005557	8.466
8005574	6.895
8005576	5.307
8005586	5.546
8005601	3.707
8005603	6.473
8005626	5.834
8005628	5.889
8005630	4.056
8005632	3.747
8005634	2.430
8005636	5.077
8005638	7.231
8005655	4.141
8005657	5.339
8005659	4.629
8005661	8.652
8005679	7.788
8005683	3.914
8005685	4.772
8005687	8.628
8005689	8.964
8005695	7.483
8005697	4.333
8005699	7.255
8005707	5.591
8005726	4.991
8005733	6.890
8005736	10.667
8005739	5.471
8005743	3.055
8005745	2.570
8005747	3.438
8005749	3.316
8005751	4.657
8005753	5.173
8005755	2.701
8005757	2.097
8005759	2.735
8005761	2.476
8005763	2.277
8005765	9.813
8005777	3.939
8005785	7.966
8005809	5.748
8005814	10.277
8005829	6.615
8005833	5.415
8005836	3.886
8005839	7.805
8005847	8.493
8005857	8.364
8005865	6.370
8005877	4.769
8005879	3.810
8005894	3.533
8005903	8.990
8005943	9.485
8005951	4.099
8005953	5.347
8005955	5.976
8005957	6.670
8005959	4.897
8005978	6.043
8005992	2.420
8005994	8.587
8006005	6.497
8006019	2.911
8006028	3.338
8006030	9.513
8006052	5.267
8006063	7.675
8006081	3.522
8006083	2.306
8006085	4.583
8006112	7.597
8006119	5.616
8006121	4.826
8006123	8.749
8006148	7.739
8006161	4.149
8006170	8.181
8006181	5.254
8006183	8.030
8006187	4.201
8006214	5.980
8006227	2.997
8006229	5.521
8006237	7.800
8006239	9.595
8006296	3.329
8006298	8.352
8006317	4.079
8006319	5.033
8006321	4.373
8006323	2.659
8006325	7.897
8006336	8.370
8006345	9.190
8006367	6.054
8006377	9.325
8006392	8.259
8006409	8.287
8006415	7.522
8006423	3.560
8006433	5.683
8006440	2.780
8006445	4.087
8006453	3.142
8006459	4.093
8006466	5.164
8006477	6.181
8006479	7.665
8006502	2.393
8006504	3.567
8006509	3.372
8006531	7.526
8006540	3.768
8006542	10.439
8006562	6.721
8006569	5.567
8006573	8.538
8006590	3.233
8006592	4.207
8006594	4.160
8006602	3.462
8006606	2.803
8006608	3.937
8006621	3.997
8006627	6.199
8006634	5.126
8006638	7.861
8006655	8.446
8006668	5.611
8006679	4.162
8006681	4.254
8006690	7.069
8006706	3.193
8006715	7.232
8006736	6.104
8006744	2.358
8006746	7.395
8006762	8.925
8006768	7.238
8006779	8.696
8006786	6.378
8006788	8.337
8006812	8.598
8006820	8.471
8006834	4.706
8006836	3.265
8006845	8.656
8006850	7.836
8006865	8.505
8006877	8.310
8006896	4.934
8006900	4.791
8006906	5.562
8006940	3.944
8006958	2.876
8006968	3.804
8006984	8.264
8006999	5.216
8007008	10.135
8007023	8.722
8007028	8.464
8007043	8.444
8007058	7.419
8007069	6.846
8007071	4.707
8007084	6.063
8007100	6.877
8007108	3.678
8007112	5.590
8007115	5.645
8007118	4.727
8007123	3.912
8007127	4.369
8007130	4.122
8007134	4.711
8007139	2.466
8007141	11.284
8007148	4.388
8007152	3.365
8007154	6.204
8007169	3.094
8007176	4.662
8007188	11.201
8007197	6.338
8007208	3.361
8007212	5.271
8007228	10.963
8007250	6.437
8007259	5.612
8007263	5.002
8007272	6.499
8007290	7.088
8007302	9.958
8007310	2.877
8007312	10.196
8007323	8.982
8007348	5.413
8007355	7.540
8007363	3.627
8007388	3.774
8007397	8.999
8007414	4.564
8007420	3.944
8007427	5.348
8007429	3.165
8007435	6.632
8007441	8.112
8007446	5.278
8007454	7.364
8007462	7.271
8007471	8.567
8007483	5.452
8007493	6.441
8007497	2.713
8007499	2.479
8007501	2.862
8007503	4.008
8007505	7.669
8007530	2.521
8007537	4.259
8007548	5.047
8007550	5.550
8007561	8.346
8007569	4.890
8007584	4.854
8007594	6.435
8007603	3.233
8007605	2.310
8007607	10.694
8007620	8.191
8007637	4.844
8007641	7.127
8007643	2.660
8007651	5.468
8007673	5.708
8007675	9.189
8007701	6.267
8007707	4.876
8007715	8.414
8007730	6.166
8007745	7.781
8007750	5.800
8007757	6.268
8007790	3.718
8007794	7.523
8007797	10.509
8007799	9.305
8007803	6.806
8007808	6.526
8007826	5.216
8007828	9.668
8007846	5.746
8007848	8.647
8007850	8.986
8007865	4.847
8007867	9.001
8007883	4.847
8007885	10.907
8007895	5.091
8007902	3.918
8007904	7.667
8007917	3.862
8007919	9.417
8007921	3.831
8007931	3.797
8007949	4.244
8007976	9.399
8007990	7.372
8007992	8.823
8008016	6.094
8008029	4.917
8008038	4.117
8008040	4.295
8008049	3.276
8008052	5.803
8008064	8.374
8008074	6.854
8008087	9.230
8008096	6.250
8008110	4.614
8008113	7.495
8008130	2.786
8008132	11.242
8008139	9.348
8008151	3.757
8008170	4.215
8008172	3.625
8008185	5.670
8008195	3.619
8008201	5.050
8008208	6.061
8008213	8.852
8008228	4.951
8008237	6.955
8008263	9.060
8008277	4.519
8008289	4.734
8008297	6.209
8008310	4.007
8008321	5.585
8008339	6.155
8008350	3.964
8008372	4.667
8008388	8.042
8008409	6.420
8008454	4.284
8008491	3.094
8008493	7.904
8008511	4.146
8008517	8.623
8008530	7.196
8008540	3.721
8008544	3.170
8008547	6.511
8008564	6.092
8008566	5.733
8008588	9.761
8008596	4.473
8008598	6.633
8008609	5.027
8008627	4.072
8008629	7.364
8008644	6.057
8008646	7.586
8008662	5.732
8008664	7.867
8008682	8.136
8008700	5.018
8008702	6.947
8008704	2.912
8008706	10.318
8008711	2.843
8008716	4.199
8008718	2.595
8008723	3.657
8008736	4.007
8008754	6.618
8008768	7.078
8008778	3.370
8008780	3.787
8008782	3.105
8008784	5.687
8008795	6.005
8008802	7.509
8008817	2.050
8008819	8.203
8008825	6.660
8008834	10.403
8008868	3.957
8008870	10.645
8008885	6.081
8008887	7.233
8008900	5.661
8008912	3.130
8008914	3.278
8008922	6.673
8008933	8.759
8008963	3.475
8008965	4.613
8008967	3.368
8008969	5.444
8008980	3.653
8008982	3.499
8008991	2.476
8008995	3.301
8009006	2.685
8009008	5.719
8009014	7.808
8009040	5.465
8009073	3.260
8009075	8.467
8009094	7.057
8009096	4.153
8009145	4.324
8009164	8.762
8009176	6.163
8009183	6.595
8009205	8.228
8009227	8.078
8009241	8.848
8009243	4.933
8009253	4.427
8009255	7.179
8009275	3.573
8009277	5.305
8009299	3.762
8009301	9.631
8009322	4.209
8009324	3.302
8009326	5.168
8009334	7.172
8009343	3.645
8009349	3.980
8009351	5.675
8009353	9.176
8009366	6.380
8009380	8.084
8009382	8.500
8009417	8.722
8009430	5.355
8009432	9.559
8009443	6.417
8009457	9.645
8009474	2.183
8009476	6.269
8009491	2.371
8009493	5.852
8009502	7.526
8009513	4.774
8009515	3.710
8009517	7.625
8009524	3.314
8009526	7.815
8009533	8.913
8009552	6.498
8009561	10.887
8009568	9.479
8009585	4.312
8009602	5.284
8009631	4.657
8009639	5.466
8009653	4.968
8009662	3.079
8009666	5.836
8009685	8.200
8009693	5.893
8009705	4.374
8009713	4.045
8009721	5.873
8009727	7.271
8009737	8.277
8009746	4.029
8009755	5.868
8009759	2.473
8009761	6.966
8009784	7.779
8009792	2.653
8009794	2.246
8009796	8.794
8009832	6.271
8009844	5.214
8009873	5.278
8009875	6.121
8009913	6.560
8009929	5.930
8009932	6.949
8009951	7.272
8009995	7.242
8010012	6.286
8010017	5.814
8010021	4.743
8010030	4.771
8010036	4.080
8010050	6.438
8010057	2.460
8010059	3.018
8010061	4.441
8010071	3.914
8010078	5.255
8010080	2.546
8010082	2.391
8010084	6.061
8010086	5.985
8010092	6.833
8010113	7.023
8010137	6.134
8010139	8.036
8010161	7.381
8010184	4.195
8010186	3.247
8010188	8.203
8010210	3.938
8010212	5.214
8010237	5.437
8010243	6.541
8010248	6.959
8010260	3.514
8010271	7.069
8010285	4.520
8010287	5.659
8010295	5.880
8010313	4.644
8010320	4.792
8010328	5.455
8010354	6.593
8010379	3.799
8010405	7.326
8010426	6.751
8010454	7.003
8010499	5.256
8010512	7.462
8010550	6.153
8010560	3.924
8010562	7.536
8010583	5.302
8010590	5.843
8010614	4.862
8010622	2.376
8010624	3.963
8010629	5.856
8010638	8.127
8010664	7.414
8010673	5.353
8010686	5.901
8010696	5.160
8010702	6.324
8010719	5.239
8010737	6.975
8010747	8.862
8010766	4.479
8010768	6.560
8010770	5.704
8010778	4.336
8010780	3.762
8010783	4.563
8010785	3.126
8010787	5.325
8010804	8.134
8010820	9.063
8010832	7.738
8010841	9.110
8010848	7.876
8010897	5.727
8010901	6.561
8010903	5.309
8010915	5.950
8010918	8.858
8010924	9.272
8010946	4.961
8010949	6.266
8010963	4.671
8010967	5.553
8010978	4.587
8010983	10.328
8011009	2.541
8011011	11.474
8011018	7.902
8011027	6.132
8011062	7.321
8011077	9.988
8011093	7.291
8011110	5.175
8011112	5.129
8011114	5.178
8011131	5.877
8011141	9.954
8011188	5.062
8011193	5.277
8011200	6.014
8011212	10.285
8011214	7.151
8011218	2.949
8011220	4.692
8011222	7.265
8011245	5.981
8011262	6.576
8011270	4.730
8011275	6.146
8011291	4.515
8011293	7.614
8011320	3.131
8011322	2.842
8011324	3.066
8011328	4.693
8011331	4.138
8011337	3.181
8011339	3.051
8011341	2.687
8011343	3.810
8011354	5.179
8011375	7.114
8011396	6.995
8011407	6.942
8011415	6.863
8011430	4.247
8011462	7.676
8011480	7.769
8011499	4.228
8011516	5.042
8011542	7.221
8011599	7.768
8011626	9.574
8011640	7.178
8011671	4.326
8011678	3.281
8011680	3.902
8011692	6.684
8011713	5.989
8011724	3.475
8011732	3.356
8011734	4.235
8011747	9.173
8011759	9.494
8011765	6.539
8011774	8.983
8011797	5.220
8011808	4.364
8011817	4.729
8011823	7.116
8011826	5.039
8011832	8.223
8011850	8.137
8011861	7.124
8011875	6.450
8011884	6.006
8011912	4.383
8011924	7.880
8011945	6.444
8011968	7.839
8011975	5.626
8011990	3.606
8012000	6.488
8012004	3.711
8012006	4.681
8012013	3.747
8012028	4.391
8012043	5.111
8012054	9.632
8012079	5.784
8012099	6.013
8012110	11.417
8012116	7.639
8012126	4.222
8012138	2.471
8012140	6.567
8012150	6.451
8012166	6.851
8012197	6.545
8012207	6.702
8012212	8.421
8012218	6.275
8012220	4.747
8012226	8.296
8012247	7.502
8012257	6.171
8012270	4.057
8012274	7.295
8012282	5.832
8012285	5.374
8012304	8.754
8012309	4.455
8012326	4.311
8012344	3.888
8012349	6.843
8012376	10.869
8012383	5.649
8012397	5.176
8012403	4.801
8012416	3.373
8012423	6.779
8012450	4.681
