A	Coef.K97_mutYoung_wtYoung	Coef.K97_mutOld_wtOld	Coef.K97_wtOld_wtYoung	Coef.K97_mutOld_mutYoung	t.K97_mutYoung_wtYoung	t.K97_mutOld_wtOld	t.K97_wtOld_wtYoung	t.K97_mutOld_mutYoung	p.value.K97_mutYoung_wtYoung	p.value.K97_mutOld_wtOld	p.value.K97_wtOld_wtYoung	p.value.K97_mutOld_mutYoung	p.value.adj.K97_mutYoung_wtYoung	p.value.adj.K97_mutOld_wtOld	p.value.adj.K97_wtOld_wtYoung	p.value.adj.K97_mutOld_mutYoung	F	F.p.value	Res.K97_mutYoung_wtYoung	Res.K97_mutOld_wtOld	Res.K97_wtOld_wtYoung	Res.K97_mutOld_mutYoung
17.35885696	1.321053138	-0.089681594	1.335801567	-0.074933166	3.05113627	-0.22801381	3.25396106	-0.17982534	0.00792732471	0.82265047146	0.00521722851	0.85964637229	0.029103584568	0.904289977195	0.020804503796	0.921712126969	4.51521704	0.01858984101	1	0	1	0
18.35726817	-0.11045397	0.294626371	0.872555449	1.27763579	-0.52588536	1.54417983	4.38159139	6.32051268	0.60649631736	0.14294538915	0.00051148959	1.244414e-05	0.748417614163	0.274014010058	0.00338894639	0.000184802647	19.72601982	1.619825e-05	0	0	1	1
19.16024509	0.091480721	-0.13986129	0.02115019	-0.210191821	0.60992365	-1.02650232	0.14872681	-1.45612009	0.55085168414	0.32058877238	0.88370903186	0.16554467115	0.702933908109	0.489598928971	0.929009006642	0.302095642835	0.73955381	0.54444374948	0	0	0	0
19.30735829	1.782700158	-0.434370914	-0.409303643	-2.626374715	5.26192106	-1.41137775	-1.27420915	-8.05486371	8.928636e-05	0.17811691094	0.22157747396	6.8425e-07	0.000922863804	0.317855039972	0.370826549678	1.9645574e-05	25.24224771	3.55373e-06	1	0	0	-1
16.5299916	0.181350341	-0.047429834	-1.721053539	-1.949833714	0.53829988	-0.15497941	-5.38802209	-6.01366125	0.59810379547	0.87886073833	7.005594e-05	2.169023e-05	0.740182091715	0.926048945431	0.000773609202	0.00028595696	22.00486896	8.34427e-06	0	0	-1	-1
18.84951764	-1.182023984	0.684245124	-2.528178765	-0.661909657	-2.36370586	1.5062441	-5.33217023	-1.37531235	0.03176369855	0.15243061207	7.915245e-05	0.18889704391	0.087130994754	0.285835051961	0.000831422431	0.330250312223	10.11039116	0.00064803478	0	0	-1	0
19.36055812	0.434998348	-0.423341806	1.528288602	0.669948448	1.44295132	-1.54586561	5.34685652	2.30909042	0.16916652994	0.1425394251	7.581167e-05	0.03526559074	0.307835431946	0.274014010058	0.000802858057	0.094529342818	11.43400013	0.00034326315	0	0	1	0
19.34590056	-0.180129717	0.191792914	0.381903002	0.753825633	-0.48965481	0.57392311	1.09493115	2.12917343	0.63131459175	0.57434898866	0.29046084002	0.04984668341	0.763725142834	0.718353236539	0.453779208344	0.122904417885	1.91342825	0.16989778064	0	0	0	0
19.01643214	-0.361388285	0.11548571	-0.679593865	-0.202719871	-1.7982626	0.63259214	-3.56662604	-1.04811961	0.09186444211	0.53632716732	0.00273065847	0.31083641181	0.195307298149	0.690862113842	0.012829129976	0.479237045412	4.68202594	0.0164201303	0	0	-1	0
19.25446544	0.126128343	-0.156373865	1.007130207	0.724627999	0.73592938	-1.00439404	6.1978086	4.39312992	0.47289061383	0.33078821742	1.551607e-05	0.00049966015	0.638427035594	0.499857750771	0.000220294123	0.003344875207	19.48460083	1.743796e-05	0	0	1	1
18.66331287	0.029931011	-0.415711123	0.974879661	0.529237526	0.17191001	-2.62837861	5.90554343	3.15839095	0.86575831579	0.01874480173	2.646185e-05	0.0063557713	0.922827099623	0.058639912423	0.000338502094	0.024366933291	16.80670846	4.159236e-05	0	0	1	1
16.51823313	0.313587422	-0.367470722	0.31659897	-0.364459174	1.07921555	-1.39215889	1.14918022	-1.30326859	0.29718848996	0.18375240701	0.26810525417	0.21172826723	0.462611480757	0.325662702135	0.428173038791	0.357585517984	1.03597244	0.40440260883	0	0	0	0
17.74389066	-0.873246078	0.11941243	0.424573972	1.41723248	-3.59416382	0.54103737	1.84307783	6.06090956	0.00257926031	0.59626100982	0.08474890163	1.9895e-05	0.012206609218	0.738609036139	0.18412194527	0.000266498057	15.42232053	6.79652e-05	-1	0	0	1
17.45832138	0.406013056	0.818581638	-1.113486654	-0.700918072	1.40903365	3.12723033	-4.07563672	-2.52745893	0.17879660348	0.00677763437	0.00095498782	0.02293774129	0.318262649847	0.0256794827	0.005608383034	0.068564350717	12.11809296	0.00025352756	0	1	-1	0
18.4799698	0.100351911	-0.049353525	0.610700544	0.460995109	0.60591799	-0.32803704	3.88906853	2.89214461	0.55344025005	0.74732359497	0.00140182371	0.01098209686	0.704477638492	0.853430077636	0.007392474408	0.038556709638	7.84686707	0.00211327463	0	0	1	1
17.26946309	0.503058112	0.004615259	0.533120754	0.034677901	2.15548435	0.02176904	2.40924736	0.15438852	0.04741230933	0.98291316501	0.02898751075	0.8793187077	0.118541493315	0.986498503009	0.081402611867	0.926048945431	2.5248861	0.0960333791	0	0	0	0
19.41462957	0.079181831	-0.131040031	-3.090703603	-3.300925465	0.28946797	-0.52734577	-11.91684839	-12.53851696	0.77610353572	0.60550604544	3.74e-09	1.84e-09	0.874978855277	0.747909952879	4.08624e-07	2.9659e-07	100.23302466	2.7e-10	0	0	-1	-1
15.28697798	0.579243937	0.747456765	-0.942792351	-0.774579524	1.32628189	1.88398276	-2.27677166	-1.84278996	0.20417785525	0.07868648877	0.03755004052	0.08479300111	0.348018191275	0.173782809393	0.099211967997	0.18412194527	4.99630119	0.01306198442	0	0	0	0
17.56831468	-0.037559009	-0.792308055	-0.373487375	-1.12823642	-0.13891974	-3.22597063	-1.4569842	-4.33596163	0.8913230638	0.00552796953	0.16530927018	0.00056114182	0.935490981665	0.021708621989	0.302092753988	0.003698955278	8.5247865	0.0014487041	0	-1	0	-1
16.58829441	1.694936467	-0.615902308	3.311624327	1.000785552	4.03699938	-1.61485524	8.31908205	2.4767477	0.00103382811	0.12674296467	4.5515e-07	0.02536920271	0.005962972863	0.251153236745	1.5475246e-05	0.073491053586	25.38323484	3.43115e-06	1	0	1	0
17.66584252	-0.160921531	-0.275754175	-0.183388892	-0.298221536	-0.88487882	-1.66919949	-1.0635839	-1.7039001	0.38989754488	0.11537755704	0.30399320468	0.10859038299	0.560602902812	0.233282947886	0.471499664395	0.223068895297	2.28255939	0.11993626047	0	0	0	0
16.65817137	0.43523167	0.182694077	0.018028599	-0.234508993	1.31897798	0.60947799	0.05762463	-0.73843461	0.20655051915	0.55113935674	0.95479244235	0.47141090754	0.350674468773	0.702933908109	0.973419061802	0.637095075879	0.81893281	0.50298692224	0	0	0	0
16.53048311	0.309114732	0.690086618	0.204893101	0.585864988	0.99498032	2.44520287	0.6955866	1.95942125	0.3352005933	0.02700329857	0.49710331852	0.06851595059	0.502569133332	0.077016030351	0.659401937914	0.15779431046	3.25782486	0.05055827557	0	0	0	0
19.81594015	0.104101785	0.11350917	-0.296179204	-0.286771818	0.51828445	0.62209606	-1.55522649	-1.48348088	0.61166318267	0.54302595414	0.14030283387	0.15822463361	0.751920867752	0.696712544931	0.270958537155	0.292230522828	1.86449575	0.17807597054	0	0	0	0
16.94328718	-0.056678449	-0.475696127	-0.008533292	-0.427550969	-0.26818928	-2.47781902	-0.04258622	-2.10206838	0.792130718	0.02531539009	0.96658140366	0.05247455004	0.885772538131	0.073491053586	0.981007991777	0.127394042022	2.67464727	0.08392099551	0	0	0	0
16.22009072	-0.901483902	-0.180078034	-0.237435369	0.483970499	-2.89999406	-0.63769994	-0.80558919	1.61768331	0.01080736825	0.53308389779	0.43280488165	0.12612865762	0.038150600505	0.688744395945	0.600058374179	0.250319855052	3.13182814	0.05627163728	-1	0	0	0
17.21054711	0.302611712	-0.038529546	-0.618871146	-0.960012404	1.30768111	-0.18328483	-2.82062555	-4.31050788	0.21026359628	0.85697795163	0.01270626078	0.00059095028	0.356042682033	0.920276670212	0.043201286668	0.003856099818	9.29147549	0.00096519079	0	0	-1	-1
17.48729311	-0.740683204	0.640336383	-0.234319257	1.14670033	-1.4929312	1.42079684	-0.49813191	2.401556	0.15575974787	0.17540706032	0.62546502111	0.0294295084	0.289973478735	0.314321667042	0.76092354734	0.081769730861	2.00642451	0.15545967492	0	0	0	0
16.65813108	0.131941745	1.158917982	-0.935000584	0.091975653	0.28358966	2.74206269	-2.11957671	0.20540761	0.7805209685	0.01490349171	0.05076291871	0.83995780154	0.877661524193	0.048624523461	0.124215323804	0.91502991534	3.33540554	0.04736352265	0	1	0	0
17.7198955	0.193614386	0.114292031	-0.751139433	-0.830461788	0.78325306	0.50897556	-3.20489734	-3.49075696	0.44541746042	0.61802013471	0.0057739507	0.00319542796	0.608972866526	0.756138270874	0.022402235162	0.014464249504	8.04238525	0.00189167211	0	0	-1	-1
18.65587435	0.452066564	-0.206601384	1.171655769	0.51298782	1.79798986	-0.90455418	4.91489192	2.11995864	0.09190931678	0.37970504295	0.00017583507	0.05072615994	0.195307298149	0.549897269528	0.00146739504	0.124215323804	9.55613933	0.00084295619	0	0	1	0
18.94150155	-0.109289837	1.087864609	-1.195782549	0.001371897	-0.3584562	3.92778472	-4.13654372	0.00467534	0.72489296513	0.00129429715	0.00084290062	0.99632996248	0.839259663121	0.006938721646	0.005136922646	0.997681052526	8.53651523	0.00143949878	0	1	-1	0
17.3343444	0.085034342	-1.627287763	0.073944131	-1.638377974	0.1910472	-4.0246413	0.17521816	-3.82468699	0.85099717045	0.00106041462	0.86320277798	0.00160101272	0.91930463564	0.00608913638	0.922827099623	0.008374528071	7.22934994	0.00303060538	0	-1	0	-1
18.99433867	-0.236609984	-0.845190797	-1.824069055	-2.432649868	-1.00903814	-3.96776351	-8.20436314	-10.77927626	0.32862674194	0.00119200706	5.4272e-07	1.49e-08	0.498340082848	0.006654298834	1.6988251e-05	9.62395e-07	63.30786583	7.35e-09	0	-1	-1	-1
18.52223833	0.090892297	-0.317979793	-0.050192305	-0.459064395	0.61577304	-2.37142624	-0.3586409	-3.23148903	0.54708345952	0.03122303737	0.7247575372	0.00546528825	0.699833494749	0.086013143466	0.839259663121	0.0215279037	3.95683497	0.02856678718	0	0	0	-1
16.88582262	0.140687812	-0.513376264	0.569861448	-0.084202628	0.59390729	-2.38569254	2.53723412	-0.36933742	0.56124102153	0.03036132166	0.02249532958	0.71693073899	0.706059785607	0.083818007669	0.067695773811	0.836752216544	2.93867117	0.06647940801	0	0	0	0
19.42677322	0.325498348	0.202000318	-0.248376236	-0.371874267	0.99673839	0.68092763	-0.80217944	-1.18321593	0.33437339811	0.5060785291	0.43471545183	0.2547579803	0.502569133332	0.666517288072	0.601985384523	0.415344467132	1.2379837	0.33006332457	0	0	0	0
17.32648942	0.339777876	-0.27727352	-0.270628168	-0.887679564	1.27019958	-1.14104236	-1.0670357	-3.44801044	0.22296438511	0.2713736	0.30248085971	0.0034913215	0.372664923101	0.432857643453	0.469717873487	0.015187836268	4.36654941	0.02079753105	0	0	0	-1
16.05821651	-0.433955399	-0.144032772	1.857110275	2.147032903	-1.24778724	-0.45590386	5.6319945	6.4146007	0.23084295017	0.65485412192	4.407414e-05	1.052212e-05	0.382861478331	0.785581732151	0.000527257362	0.000167834281	25.46046553	3.36603e-06	0	0	1	1
17.23689854	-0.264822299	-0.07380204	0.776148192	0.967168451	-0.64885492	-0.19905721	2.00570374	2.46224153	0.52603900229	0.84483545872	0.06287936714	0.02610863723	0.68305767936	0.917740941419	0.147978401363	0.075295444881	3.59874172	0.03808834936	0	0	0	0
16.99758744	-0.133639014	-0.407393945	0.942376084	0.668621152	-0.40857363	-1.37109688	3.03871807	2.12399095	0.68850590752	0.19009428003	0.00813234338	0.05033956477	0.814431259615	0.331894337561	0.029680756069	0.123647752251	5.42656752	0.00964662451	0	0	1	0
17.3247741	0.492658081	0.286144714	0.298098088	0.091584721	1.45404911	0.92968473	0.92794394	0.28086135	0.16610997374	0.36695098979	0.3678248912	0.78257390832	0.302699698273	0.5357069817	0.536376703643	0.878440911855	1.168126	0.35404410914	0	0	0	0
16.17809175	-0.229703826	0.738779417	-1.060944229	-0.092460985	-0.3903238	1.38193653	-1.90142169	-0.1632491	0.70167009677	0.18680857933	0.07622195348	0.87245609015	0.82715124546	0.328960273268	0.169567212298	0.922827099623	1.47379434	0.26089008341	0	0	0	0
17.14201971	0.010668893	-0.333694686	1.235834069	0.89147049	0.02951817	-1.01633252	3.60627859	2.56278681	0.97683239851	0.32525213131	0.00251534943	0.02137701955	0.984590404931	0.494383239597	0.01196605422	0.065603584952	6.92121456	0.00365114795	0	0	1	0
20.33720314	0.265825247	-0.354543298	-0.017838002	-0.638206547	1.48690238	-2.18309189	-0.10523532	-3.7092232	0.15732849148	0.04497644644	0.91755442651	0.00203258805	0.291308969356	0.113717355762	0.95130098981	0.010100399095	4.64306109	0.01690027222	0	0	0	-1
16.39857854	0.010646753	0.691462771	-1.701575961	-1.020759943	0.02815066	2.01259688	-4.74517151	-2.8043395	0.97790538492	0.06207686819	0.0002461965	0.01313422905	0.984590404931	0.14662397386	0.001882164966	0.044191208158	11.39435131	0.00034947403	0	0	-1	-1
15.92398074	-0.553734211	0.450324416	-0.306399483	0.697659144	-1.34957263	1.20819464	-0.78761144	1.76674422	0.19675736987	0.24529021333	0.44293843912	0.09718011902	0.340764774628	0.402176339626	0.608177701379	0.204489761842	1.24880626	0.32650122503	0	0	0	0
17.29900865	-0.018726975	0.394393866	-0.517121914	-0.104001073	-0.06486145	1.50371559	-1.88903964	-0.37427632	0.9491230236	0.15298614236	0.07796458988	0.71332782255	0.970482830176	0.286461008599	0.172483305007	0.834800314069	1.71952	0.20491807649	0	0	0	0
18.44938446	0.037740721	-0.621978148	0.162297073	-0.497421796	0.12407315	-2.25091583	0.56273949	-1.69913512	0.90287045309	0.03947652722	0.58175356511	0.10950133736	0.942524205729	0.103124313257	0.72480772046	0.223853999791	1.84146243	0.18207280956	0	0	0	0
17.40689919	-0.19547311	-2.013969806	-0.071089479	-1.889586175	-0.47919225	-5.43490829	-0.18380494	-4.81310066	0.63856936595	6.404781e-05	0.85657692766	0.00021508411	0.771778878206	0.000725875213	0.920276670212	0.001715362187	13.26384051	0.00015651207	0	-1	0	-1
17.9326865	-0.511219521	1.41796366	0.517168969	2.44635215	-1.38415927	4.22629924	1.4768629	6.88229198	0.18614055553	0.00070158347	0.15997004456	4.65322e-06	0.328543166322	0.004402223096	0.294417802813	9.393698e-05	17.50765153	3.28098e-05	0	1	0	1
